,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,games_draw_home_team,games_draw_away_team,League_1.0,League_1729.0,League_4769.0,League_7809.0,League_10257.0,League_13274.0,League_15722.0,League_17642.0,League_19694.0,League_21518.0,League_24558.0,B365_Win,B365_Draw,B365_Defeat,BW_Win,BW_Draw,BW_Defeat,label
4067,6.0,6.0,5.0,4.0,1.0,2.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.2611940298507463,0.26865671641791045,0.4701492537313433,0.24904423812124518,0.2594210813762971,0.4915346805024576,1.0
4068,6.0,-4.0,4.0,1.0,3.0,0.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.7292327203551047,0.16867469879518074,0.10209258084971465,0.7052186177715092,0.18758815232722145,0.1071932299012694,1.0
4069,-4.0,10.0,5.0,5.0,0.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.27005203660506016,0.2777678090794904,0.4521801543154495,0.2823250296559905,0.27402135231316727,0.4436536180308422,0.0
4070,10.0,3.0,5.0,4.0,0.0,1.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.35368907724908505,0.28607204777499523,0.3602388749759199,0.38780588967233515,0.2737453338863542,0.33844877644131066,0.0
4071,2.0,2.0,3.0,5.0,2.0,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.3625285605483625,0.2878903274942879,0.3495811119573496,0.3733681462140992,0.28720626631853785,0.3394255874673629,1.0
4072,10.0,4.0,8.0,4.0,2.0,1.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.49851632047477745,0.27002967359050445,0.23145400593471807,0.4776622646810903,0.27395335768474294,0.2483843776341669,1.0
4073,1.0,-21.0,5.0,1.0,2.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.8025357431885622,0.13987051524143512,0.0575937415700027,0.78125,0.15625,0.0625,2.0
4074,-14.0,1.0,1.0,4.0,0.0,3.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.425,0.2875,0.2875,0.41558441558441556,0.2922077922077922,0.2922077922077922,2.0
4075,-8.0,-5.0,2.0,1.0,2.0,0.0,1.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0.4055587067498582,0.2949517867271696,0.29948950652297224,0.41354540790148797,0.2863006670087225,0.30015392508978966,0.0
4076,-5.0,13.0,4.0,7.0,2.0,0.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.21586931155192535,0.2590431738623104,0.5250875145857643,0.22791270679338266,0.2669834565293911,0.5051038366772262,0.0
4077,0.0,-6.0,3.0,2.0,0.0,0.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.40718562874251496,0.3053892215568862,0.2874251497005988,0.40639082343301924,0.3015157722244981,0.29209340434248254,0.0
4078,-20.0,2.0,1.0,5.0,0.0,1.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.13007833849517217,0.23228274731280743,0.6376389141920205,0.15572519083969466,0.233587786259542,0.6106870229007634,0.0
4079,-6.0,6.0,4.0,4.0,1.0,0.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.31472461596103407,0.27875608842263017,0.4065192956163357,0.3212510356255179,0.2823115161557581,0.3964374482187241,0.0
4080,-6.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.33689024390243905,0.28734756097560976,0.3757621951219512,0.3173553719008264,0.29256198347107437,0.39008264462809916,1.0
4081,8.0,-2.0,7.0,4.0,2.0,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.5582990397805213,0.26406035665294925,0.1776406035665295,0.5477308294209703,0.26604068857589985,0.1862284820031299,2.0
4082,15.0,-7.0,6.0,2.0,1.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.6209037599172128,0.21662642290444978,0.16246981717833733,0.5977796754910334,0.22345573583831485,0.17876458867065187,1.0
4083,5.0,-6.0,4.0,4.0,1.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.7491486946651532,0.1623155505107832,0.08853575482406358,0.7197844495765973,0.17013086989992302,0.1100846805234796,2.0
4084,-7.0,-9.0,2.0,2.0,0.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.5338278264778602,0.2605079793211958,0.20566419420094403,0.5345239074973253,0.24944449016541848,0.21603160233725618,2.0
4085,1.0,9.0,2.0,5.0,0.0,2.0,6.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.21621621621621623,0.24324324324324326,0.5405405405405406,0.20831208567057624,0.2466853646098929,0.5450025497195309,1.0
4086,14.0,-3.0,7.0,3.0,1.0,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.7964199029126214,0.13880461165048544,0.06477548543689321,0.7510668563300142,0.17069701280227595,0.07823613086770981,1.0
4087,3.0,4.0,4.0,7.0,0.0,1.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.32450331125827814,0.2781456953642384,0.39735099337748336,0.33313503866745986,0.2712671029149316,0.39559785841760864,2.0
4088,7.0,-10.0,4.0,2.0,2.0,0.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.7600318894499071,0.1508370980600585,0.08913101249003456,0.7643312101910829,0.1592356687898089,0.07643312101910829,2.0
4089,9.0,13.0,5.0,6.0,1.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3559331591511437,0.2718933854626792,0.3721734553861769,0.36018207005739167,0.2727092816148822,0.3671086483277261,1.0
4090,-4.0,-7.0,2.0,4.0,0.0,0.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.4871794871794872,0.25641025641025644,0.25641025641025644,0.47707736389684813,0.26504297994269344,0.2578796561604584,2.0
4091,2.0,10.0,6.0,7.0,1.0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.46379853095487933,0.28646379853095494,0.24973767051416584,0.4543429844097996,0.28062360801781744,0.26503340757238314,1.0
4092,-8.0,-5.0,1.0,1.0,0.0,1.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.4864864864864865,0.2702702702702703,0.24324324324324326,0.48908296943231444,0.2724890829694323,0.23842794759825325,2.0
4093,3.0,11.0,5.0,5.0,0.0,3.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.3495811119573496,0.2878903274942879,0.3625285605483625,0.3530351437699681,0.2803514376996806,0.36661341853035145,2.0
4094,-7.0,1.0,4.0,2.0,0.0,2.0,2.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0.3551797040169133,0.29598308668076106,0.34883720930232553,0.3581968047216852,0.2966317289101455,0.3451714663681693,1.0
4095,-6.0,17.0,4.0,6.0,0.0,3.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.31472461596103407,0.27875608842263017,0.4065192956163357,0.3067869752844252,0.27971753628874063,0.41349548842683403,2.0
4096,-8.0,-24.0,2.0,0.0,1.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.5737166863594592,0.2566627281081791,0.16962058553236184,0.5689677299756157,0.2500463444892837,0.1809859255351006,2.0
4097,-2.0,5.0,3.0,4.0,0.0,1.0,3.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0.24502402196293757,0.2882635552505148,0.46671242278654773,0.25089605734767023,0.27240143369175623,0.4767025089605735,0.0
4098,-19.0,-3.0,0.0,2.0,0.0,1.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.17082640044370492,0.23386947679792935,0.5953041227583656,0.177701836821871,0.23921401110636484,0.5830841520717642,1.0
4099,-6.0,-6.0,4.0,2.0,1.0,0.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.49851632047477745,0.27002967359050445,0.23145400593471807,0.49168474331164136,0.274765003615329,0.23355025307302965,1.0
4100,-5.0,-9.0,1.0,3.0,2.0,0.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4736294240111034,0.27741151977793194,0.24895905621096462,0.45564748893592466,0.2918991725995767,0.25245333846449874,2.0
4101,11.0,-6.0,7.0,2.0,1.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.5115089514066496,0.24424552429667523,0.24424552429667523,0.511916028564054,0.26765895207777685,0.22042501935816916,2.0
4102,15.0,-6.0,6.0,3.0,0.0,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.6521739130434783,0.21739130434782608,0.13043478260869565,0.6490952006294256,0.21243115656963021,0.13847364280094412,2.0
4103,10.0,7.0,5.0,4.0,0.0,2.0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.3911577369801424,0.2716373173473211,0.33720494567253656,0.3661971830985916,0.2746478873239437,0.35915492957746475,1.0
4104,-8.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.21710713270815574,0.2713839158851947,0.5115089514066496,0.22735562310030397,0.2741641337386018,0.4984802431610942,0.0
4105,2.0,9.0,2.0,5.0,0.0,2.0,7.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.32450331125827814,0.2781456953642384,0.39735099337748336,0.3175350598833043,0.2838570989865903,0.3986078411301055,2.0
4106,12.0,4.0,5.0,5.0,2.0,0.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.47730749617542073,0.27180010198878124,0.2508924018357981,0.4885742581520743,0.2592157869640172,0.25220995488390857,0.0
4107,8.0,-3.0,5.0,5.0,1.0,0.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.674237047551455,0.20440028388928316,0.1213626685592619,0.6426771212545506,0.21926631195743487,0.13805656678801453,0.0
4108,8.0,-18.0,4.0,0.0,3.0,0.0,5.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.8341511285574091,0.10843964671246317,0.057409224730127564,0.8076146524372656,0.13383328526103258,0.058552062301701756,2.0
4109,3.0,12.0,3.0,7.0,2.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4245799853907962,0.260409057706355,0.31501095690284875,0.41651705565529623,0.26032315978456017,0.32315978456014366,1.0
4110,2.0,-6.0,6.0,4.0,0.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.5828476269775187,0.23175131834582288,0.18540105467665832,0.5709391949757351,0.2383671139023694,0.19069369112189552,2.0
4111,-2.0,10.0,2.0,4.0,2.0,1.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.21621621621621623,0.24324324324324326,0.5405405405405406,0.22800410818212943,0.2526532009585758,0.5193426908592949,2.0
4112,6.0,-3.0,6.0,2.0,2.0,1.0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.7151112395261485,0.17682750650101128,0.10806125397284022,0.7023538344722855,0.19665907365223995,0.10098709187547457,2.0
4113,-11.0,5.0,2.0,5.0,0.0,0.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.2777678090794904,0.27005203660506016,0.4521801543154495,0.2823250296559905,0.27402135231316727,0.4436536180308422,2.0
4114,1.0,13.0,6.0,5.0,0.0,3.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.16168863674286668,0.20423827799098948,0.6340730852661439,0.16226093312218298,0.20733341454501156,0.6304056523328054,1.0
4115,-11.0,5.0,2.0,3.0,1.0,0.0,1.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0.4760271035251737,0.2602281499270949,0.26374474654773133,0.4564841498559078,0.28357348703170027,0.25994236311239194,1.0
4116,-7.0,8.0,1.0,5.0,0.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4054054054054055,0.2702702702702703,0.32432432432432434,0.3958868894601542,0.2658097686375321,0.3383033419023136,1.0
4117,-5.0,-6.0,4.0,2.0,2.0,0.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.5133945804060835,0.2801667567358913,0.20643866285802517,0.5089974293059126,0.2700514138817481,0.22095115681233932,1.0
4118,-1.0,13.0,1.0,7.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.4428364688856729,0.2706222865412446,0.2865412445730825,0.4247787610619469,0.2831858407079646,0.2920353982300885,1.0
4119,1.0,2.0,5.0,5.0,2.0,1.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.7165190203230849,0.19489317352787913,0.08858780614903597,0.6840882694541232,0.19586527293844366,0.12004645760743322,0.0
4120,-3.0,-5.0,4.0,2.0,2.0,1.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.7151112395261485,0.17682750650101128,0.10806125397284022,0.6851256851256851,0.18635418635418635,0.1285201285201285,0.0
4121,17.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.8130081300813008,0.1219512195121951,0.06504065040650406,0.7777777777777777,0.1333333333333333,0.08888888888888886,2.0
4122,-9.0,4.0,1.0,4.0,0.0,3.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.1630716134598792,0.23295944779982744,0.6039689387402933,0.1705981465880371,0.25021061499578773,0.5791912384161753,0.0
4123,-2.0,-12.0,2.0,1.0,1.0,1.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.4765957446808511,0.27914893617021275,0.24425531914893614,0.4569015166058744,0.2754847379535419,0.26761374544058353,2.0
4124,6.0,-2.0,3.0,3.0,2.0,1.0,5.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.49829018075232057,0.28578407425500735,0.21592574499267222,0.4811372334609076,0.2843083652268999,0.23455440131219243,0.0
4125,7.0,0.0,6.0,4.0,2.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.270935960591133,0.29556650246305416,0.4334975369458128,0.2922077922077922,0.2922077922077922,0.41558441558441556,2.0
4126,-1.0,2.0,3.0,4.0,3.0,0.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.48837209302325585,0.27906976744186046,0.23255813953488372,0.4776622646810903,0.27395335768474294,0.2483843776341669,1.0
4127,4.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.7561436672967865,0.1625708884688091,0.08128544423440455,0.7300884955752212,0.17256637168141592,0.09734513274336282,2.0
4128,2.0,20.0,5.0,9.0,1.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.1784778238632026,0.23372095982086052,0.5878012163159367,0.1821537945211226,0.24520703108612663,0.5726391743927508,0.0
4129,2.0,-1.0,4.0,4.0,0.0,3.0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.24324324324324326,0.2702702702702703,0.4864864864864865,0.25339366515837103,0.27149321266968324,0.4751131221719457,2.0
4130,11.0,-5.0,6.0,4.0,1.0,1.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.5127043318187702,0.2611374063396936,0.22615826184153603,0.4903728275762602,0.2754741472560756,0.23415302516766426,2.0
4131,-3.0,-8.0,3.0,3.0,2.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4877741700351202,0.2869259823736001,0.22529984759127952,0.4791810762207774,0.2994881726379859,0.22133075114123665,2.0
4132,-12.0,-1.0,1.0,1.0,0.0,0.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.40718562874251496,0.2874251497005988,0.3053892215568862,0.38780588967233515,0.2737453338863542,0.33844877644131066,2.0
4133,-3.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.2260760349741558,0.2719192309550263,0.5020047340708178,0.24838437763416685,0.2739533576847429,0.4776622646810902,0.0
4134,-2.0,7.0,0.0,6.0,0.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.35602094240837695,0.28795811518324604,0.35602094240837695,0.3516483516483516,0.2967032967032967,0.3516483516483516,2.0
4135,0.0,-1.0,4.0,2.0,1.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.30487804878048785,0.30487804878048785,0.39024390243902446,0.333889816360601,0.2921535893155259,0.3739565943238731,1.0
4136,-2.0,-8.0,3.0,1.0,1.0,2.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.43391066545123064,0.2789425706472197,0.2871467639015497,0.4146341463414634,0.27439024390243905,0.31097560975609756,2.0
4137,-7.0,-2.0,3.0,3.0,2.0,1.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.4228624535315985,0.2992565055762082,0.2778810408921933,0.40822528363047,0.3028768233387358,0.28889789303079416,0.0
4138,-3.0,-4.0,1.0,2.0,0.0,0.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.5766710353866318,0.24508519003931847,0.1782437745740498,0.5438394683026585,0.25281186094069524,0.2033486707566462,2.0
4139,-3.0,6.0,4.0,5.0,2.0,0.0,2.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3973509933774835,0.27814569536423844,0.3245033112582782,0.4022988505747127,0.27586206896551724,0.3218390804597701,2.0
4140,-10.0,-9.0,3.0,2.0,3.0,0.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.5855024502004709,0.2444472729586966,0.1700502768408324,0.5736872443797865,0.2521204468721693,0.17419230874804426,1.0
4141,23.0,2.0,10.0,4.0,2.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.7600318894499071,0.1508370980600585,0.08913101249003456,0.7489300998573467,0.15977175463623394,0.0912981455064194,0.0
4142,-8.0,-1.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.39001143728555093,0.2954632100648113,0.3145253526496378,0.3739565943238731,0.2921535893155259,0.333889816360601,0.0
4143,0.0,0.0,2.0,4.0,1.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3145253526496378,0.2954632100648113,0.39001143728555093,0.3,0.3,0.39999999999999997,0.0
4144,2.0,11.0,2.0,6.0,1.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3893129770992367,0.28625954198473286,0.3244274809160305,0.3739565943238731,0.2921535893155259,0.333889816360601,1.0
4145,4.0,3.0,5.0,4.0,0.0,1.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.425,0.2875,0.2875,0.40639082343301924,0.29209340434248254,0.3015157722244981,1.0
4146,-1.0,-2.0,3.0,4.0,1.0,1.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.4864864864864865,0.2702702702702703,0.24324324324324326,0.46646341463414626,0.274390243902439,0.2591463414634146,2.0
4147,13.0,2.0,6.0,4.0,0.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.21621621621621623,0.24324324324324326,0.5405405405405406,0.23725953425582186,0.249746878164023,0.5129935875801553,0.0
4148,-9.0,-7.0,3.0,3.0,1.0,1.0,3.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.6361646262244228,0.2247879626150963,0.13904741116048097,0.6251288040118157,0.22772549289001856,0.14714570309816585,2.0
4149,4.0,-7.0,5.0,1.0,1.0,1.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.8097165991902834,0.12955465587044532,0.060728744939271245,0.78031212484994,0.14645858343337334,0.07322929171668667,2.0
4150,-8.0,-3.0,1.0,4.0,1.0,2.0,3.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.1630716134598792,0.23295944779982744,0.6039689387402933,0.16600977455462715,0.24475800094592468,0.5892322244994482,1.0
4151,-1.0,4.0,2.0,5.0,3.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.478231748158071,0.28834561286001337,0.23342263898191556,0.4545013110614742,0.28668544236185295,0.2588132465766728,2.0
4152,2.0,-1.0,2.0,2.0,0.0,0.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.3812824956672444,0.29462738301559793,0.3240901213171577,0.37499999999999994,0.28409090909090906,0.34090909090909083,2.0
4153,0.0,20.0,4.0,9.0,0.0,3.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.2323303457106274,0.25678617157490397,0.5108834827144687,0.23779222575736617,0.2642135841748513,0.49799419006778256,2.0
4154,0.0,-1.0,2.0,4.0,0.0,0.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.39001143728555093,0.2954632100648113,0.3145253526496378,0.3739565943238731,0.2921535893155259,0.333889816360601,0.0
4155,-1.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3145253526496378,0.2954632100648113,0.39001143728555093,0.3328456474030724,0.2867593269934162,0.38039502560351124,0.0
4156,3.0,-8.0,5.0,2.0,2.0,1.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.43391066545123064,0.2789425706472197,0.2871467639015497,0.41354540790148797,0.2863006670087225,0.30015392508978966,1.0
4157,6.0,8.0,5.0,6.0,0.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4871794871794872,0.25641025641025644,0.25641025641025644,0.4751131221719457,0.27149321266968324,0.25339366515837103,2.0
4158,-9.0,5.0,2.0,3.0,1.0,2.0,1.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.39001143728555093,0.2954632100648113,0.3145253526496378,0.38216243148978574,0.293971101145989,0.32386646736422514,0.0
4159,-2.0,-1.0,2.0,2.0,0.0,0.0,1.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.4645476772616137,0.2787286063569682,0.2567237163814181,0.4452054794520548,0.28767123287671237,0.2671232876712329,1.0
4160,-4.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.5330932012606935,0.2636650157586673,0.2032417829806394,0.5221932114882506,0.2654482158398608,0.2123585726718886,0.0
4161,2.0,-3.0,5.0,3.0,1.0,1.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.5335230304108126,0.27120754045882983,0.19526942913035747,0.5182926829268292,0.274390243902439,0.20731707317073167,2.0
4162,2.0,-9.0,4.0,3.0,0.0,1.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.3625285605483625,0.2878903274942879,0.3495811119573496,0.3539111200482606,0.2986125075407199,0.34747637241101953,1.0
4163,16.0,-5.0,8.0,1.0,3.0,0.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.7844827586206897,0.1400862068965517,0.07543103448275863,0.7641196013289036,0.1528239202657807,0.0830564784053156,2.0
4164,-7.0,7.0,2.0,5.0,0.0,0.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.42478852519308574,0.27914674512688487,0.29606472968002945,0.40639082343301924,0.3015157722244981,0.29209340434248254,0.0
4165,-12.0,2.0,0.0,4.0,0.0,2.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.3053892215568862,0.2874251497005988,0.40718562874251496,0.3015157722244982,0.2920934043424826,0.40639082343301935,1.0
4166,4.0,4.0,5.0,5.0,0.0,3.0,3.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.35356969402622634,0.29917435648373,0.34725594949004374,0.35359116022099446,0.292817679558011,0.35359116022099446,1.0
4167,-6.0,-11.0,3.0,1.0,2.0,1.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0.7329742821632302,0.1695401383090602,0.09748557952770963,0.7030022330659168,0.1869985939955339,0.10999917293854934,2.0
4168,5.0,3.0,6.0,4.0,2.0,1.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.4864864864864865,0.2702702702702703,0.24324324324324326,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.0
4169,4.0,4.0,4.0,5.0,2.0,1.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.30107526881720426,0.28779253636938645,0.4111321948134092,0.31654676258992803,0.2877697841726619,0.3956834532374101,0.0
4170,20.0,-2.0,8.0,2.0,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.7329742821632302,0.1695401383090602,0.09748557952770963,0.7044320516583504,0.17845611975344877,0.11711182858820077,2.0
4171,-10.0,-4.0,1.0,2.0,1.0,0.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.374885145482389,0.286676875957121,0.33843797856049007,0.358695652173913,0.28260869565217395,0.358695652173913,2.0
4172,6.0,6.0,4.0,5.0,1.0,1.0,3.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.5594405594405595,0.24475524475524477,0.19580419580419584,0.5345591856837958,0.25283204728287634,0.21260876703332787,1.0
4173,3.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.478231748158071,0.28834561286001337,0.23342263898191556,0.4571863987046386,0.2928850366701591,0.2499285646252024,0.0
4174,7.0,-9.0,5.0,3.0,0.0,3.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0.39252336448598135,0.2803738317757009,0.32710280373831774,0.38041507152931703,0.2971992746322789,0.32238565383840423,1.0
4175,-1.0,9.0,2.0,6.0,0.0,0.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0.1630716134598792,0.23295944779982744,0.6039689387402933,0.18710781517398747,0.2281802624073018,0.5847119224187108,0.0
4176,-5.0,-12.0,3.0,0.0,0.0,1.0,2.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0.478231748158071,0.28834561286001337,0.23342263898191556,0.4545013110614742,0.28668544236185295,0.2588132465766728,2.0
4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.5960720381078533,0.2599536388414805,0.14397432305066613,0.5845606198087527,0.2704683464786766,0.14497103371257067,2.0
4178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.40930979133226325,0.3138041733547351,0.2768860353130016,0.37862358928966583,0.3080327506085417,0.31334366010179243,2.0
4179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.705983027882764,0.2086572060186836,0.08535976609855238,0.6711218541163088,0.22650362576425423,0.10237452011943694,2.0
4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.3924050632911393,0.3037974683544304,0.3037974683544304,0.3777974739641037,0.2924883669399512,0.32971415909594504,2.0
4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.4365343242714649,0.30275767651085467,0.26070799921768045,0.40390879478827363,0.30293159609120524,0.2931596091205212,1.0
4182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.4906810962416293,0.29287527931922247,0.21644362443914825,0.504885993485342,0.29315960912052114,0.2019543973941368,0.0
4183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.3924050632911393,0.3037974683544304,0.3037974683544304,0.36277249860257127,0.3074343208496367,0.32979318054779205,2.0
4184,-2.0,5.0,2.0,5.0,0.0,0.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0.22362959020755718,0.2846194784459819,0.4917509313464608,0.2234685073339086,0.28731665228645387,0.48921484037963764,1.0
4185,4.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0.5615519253208868,0.26794049008168025,0.1705075845974329,0.5274725274725275,0.2835164835164835,0.189010989010989,1.0
